Spreadsheet version 2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
max-pxcor;min-pycor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30
1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[step];mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens;mean [digital-knowledge] of citizens
14;21,4032536;22,16379331;21,70644364;23,22364821;21,62771372;22,32506838;22,35234298;22,33690428;23,1675183;23,35010025;23,51845202;22,18353653;22,26584856;21,23059914;21,52419057;21,62617036;22,51380317;23,35607442;21,783622;22,96881103;22,62899412;22,5554999;22,28167985;21,73939676;22,93947899;23,59529973;23,14634555;23,24188211;23,85041269;23,2363849
15;21,41108694;22,21312665;21,90177697;23,33818114;21,69204706;22,48856838;22,50084298;22,48341942;23,26818497;23,56960025;23,63128536;22,31436987;22,35181318;21,24693247;21,6905239;21,76150369;22,62780317;23,40240775;21,867622;23,12147769;22,70782746;22,6029999;22,41317985;21,85456343;23,05647899;23,77663306;23,27934555;23,38838211;23,89541269;23,3483849
16;21,50458694;22,32895998;22,0301103;23,34751447;21,75521372;22,55040171;22,54584298;22,57991942;23,3840183;23,72160025;23,74628536;22,38086987;22,40197985;21,30759914;21,8245239;21,87717036;22,6721365;23,48240775;21,997622;23,25681103;22,95416079;22,64816656;22,42717985;22,03556343;23,14131232;23,94229973;23,45984555;23,41954877;24,00924603;23,48071823
17;21,5987536;22,39429331;22,1784878;23,38804117;21,82004706;22,66323505;22,64084298;22,69041942;23,53635163;23,86993359;23,81261869;22,4912032;22,55239435;21,32075407;21,88919057;21,99050369;22,71846983;23,61440775;22,06145534;23,38881103;23,01599412;22,6629999;22,54201319;22,0837301;23,27164566;23,98929973;23,53667888;23,46704877;24,17307936;23,5428849
18;21,7432536;22,52429331;22,2249878;23,4318745;21,93254706;22,7588326;22,70150964;22,80275275;23,6160183;24,05260025;23,87661869;22,5362032;22,61689435;21,45025407;22,02056204;22,07258822;22,7611365;23,71140775;22,14345534;23,47081103;23,11499412;22,8109999;22,63819463;22,17989676;23,31947899;24,05629973;23,65384555;23,49921544;24,26991269;23,62355156
19;21,77142027;22,7718059;22,34132113;23,50670784;22,04557783;22,9058326;22,84450964;22,81575275;23,69618497;24,13760025;23,89061869;22,5812032;22,66706102;21,56142074;22,13572871;22,16619823;22,87096983;23,72540775;22,27078867;23,58647769;23,24932746;22,93733323;22,75119463;22,31106343;23,34797899;24,13663306;23,77034555;23,52886599;24,35141269;23,6723849
20;21,88192027;22,8223059;22,3707312;23,58370784;22,13974449;22,9528326;22,88784298;22,89325275;23,72603762;24,28626692;23,95311869;22,64203653;22,73172768;21,6395874;22,24856204;22,19668478;22,89395752;23,78507442;22,349622;23,70181103;23,28066079;22,96516656;22,81252796;22,4042301;23,37664566;24,24863306;23,90051221;23,58836599;24,43291269;23,70221823
21;21,9767536;23,05147257;22,46989787;23,64220784;22,23357783;23,06466593;23,04917631;22,90308609;23,82253762;24,33393359;24,01561869;22,7202032;22,76206102;21,61685254;22,36106204;22,21051812;22,92329086;23,81107442;22,394622;23,78214436;23,32863936;23,01083323;22,89352796;22,53089676;23,45381232;24,34663306;24,03267888;23,65053266;24,46024603;23,71671823
22;22,05492027;23,1298059;22,51306453;23,66870784;22,32791116;23,17916593;23,19284298;22,96258609;23,85429748;24,42960025;24,14395202;22,73386987;22,80539435;21,62985254;22,35539537;22,30535145;22,98529086;23,90574109;22,441622;23,89581103;23,4575583;23,12216656;22,95507991;22,54256343;23,49614566;24,4399664;24,14351221;23,67786599;24,50330263;23,7808849
23;22,10042027;23,19425413;22,5752312;23,66293485;22,45307783;23,1928326;23,25484298;23,00708609;23,94813082;24,49302233;24,22178536;22,7622032;22,83456102;21,66018587;22,40206204;22,36718478;22,99366209;24,01540775;22,573622;23,99447769;23,53622496;23,24916656;23,03157991;22,60656343;23,57614566;24,48329973;24,25645045;23,80703266;24,54880263;23,84255156
24;22,12758694;23,25758746;22,5907312;23,75826818;22,51407783;23,2583326;23,30217631;23,06791942;24,09263082;24,61852233;24,30011869;22,85603653;22,96339435;21,80635254;22,44422871;22,44468478;22,98382875;24,06207442;22,620622;24,03914436;23,59572496;23,32433323;23,12324658;22,66739676;23,67047899;24,5609664;24,35445045;23,81353266;24,59530263;23,8173849
25;22,18608694;23,32058746;22,63156453;23,80343485;22,65874449;23,3378326;23,34484298;23,07675275;24,18629748;24,68068899;24,32665455;22,88353653;22,99406102;21,86451921;22,43672871;22,42335145;22,99366209;24,1750998;22,66395534;24,08281103;23,64039163;23,3679999;23,16641324;22,69725646;23,72831232;24,63629973;24,36845045;23,90986599;24,67380263;23,82721823
26;22,19611386;23,36558746;22,6257312;23,91360152;22,70157783;23,43016593;23,45417631;23,15308609;24,28496415;24,67518899;24,43732122;22,90986987;23,00506102;21,90501921;22,46189537;22,45135145;23,03432875;24,20076647;22,66195534;24,14547769;23,63722496;23,3974999;23,17662987;22,72492313;23,78814566;24,69663306;24,36461712;23,98786599;24,70030263;23,87205156
27;22,25403042;23,40958746;22,70389787;24,05876818;22,73441116;23,50749926;23,54517631;23,19575275;24,34863082;24,75235566;24,50032122;22,96986987;23,08172768;21,88351921;22,55406204;22,42785145;23,05566209;24,25976647;22,73728867;24,12247769;23,63039163;23,4274999;23,22212987;22,76892313;23,76597899;24,75863306;24,39345045;24,03353266;24,7434693;23,93021823
28;22,22753042;23,47358746;22,81606453;24,08593485;22,79491116;23,6018326;23,58617631;23,25808609;24,37496415;24,84452233;24,55865455;22,9637032;23,07722768;21,92800139;22,62756204;22,45101812;23,02766209;24,42126647;22,79895534;24,15081103;23,6535583;23,5029999;23,28362987;22,7945898;23,84414566;24,7869664;24,38811712;24,09535617;24,7679693;23,92271823
29;22,25447584;23,51762073;22,84456453;24,11676818;22,82141116;23,7628326;23,57917631;23,35075275;24,41863082;24,97235566;24,54965455;23,09286987;23,12022768;21,93850139;22,63572871;22,44318478;23,05124551;24,44683006;22,81028867;24,26214436;23,6620583;23,5299999;23,3134632;22,8740898;23,88564566;24,84629973;24,39845045;24,10485617;24,79680263;24,0158849
30;22,29680917;23,56012073;22,90339787;24,17726818;22,86457783;23,80816593;23,62017631;23,35955436;24,45996415;25,10118899;24,54152242;23,1512032;23,23022768;21,96333472;22,67856204;22,44918478;23,05857884;24,48816339;22,79828867;24,31981103;23,67072496;23,5524999;23,3719632;22,94892313;23,97747899;24,92063306;24,45745045;24,18252284;24,85863597;23,99271823
31;22,30514251;23,68662073;22,89961377;24,20426818;22,89107783;23,83649926;23,64717631;23,40138769;24,51879748;25,18144094;24,56752242;23,1582032;23,23889435;21,97331786;22,65406204;22,45585145;23,09841218;24,54683006;22,838622;24,46214436;23,66322496;23,57616656;23,3604632;23,07792313;24,03447899;24,91263306;24,49878378;24,26068951;24,87180263;24,03655156
32;22,29580917;23,71345407;22,91061377;24,29526818;22,91824449;23,86449926;23,66984298;23,45822102;24,54363082;25,29377427;24,60952242;23,19953653;23,30006102;22,03181786;22,69489537;22,51085145;23,10657884;24,58799672;22,84328867;24,47514436;23,72089163;23,58616656;23,3200284;23,18788729;24,02731232;25,00463306;24,47511712;24,33435617;24,88046177;24,07455156
33;22,26980917;23,7402874;22,95228044;24,33876818;22,94283707;23,94149926;23,79417631;23,51588769;24,61913082;25,56977427;24,61918908;23,24103653;23,36022768;22,10531786;22,77039537;22,48585145;23,16224551;24,71349672;22,81435484;24,57015495;23,74689163;23,6584999;23,29669507;23,17955396;24,03464566;24,9789664;24,48511712;24,37802284;24,93946177;24,08021823
34;22,27814251;23,76356177;22,97878044;24,41726818;22,96833707;23,95049926;23,81784298;23,57272102;24,64496415;25,63010761;24,62668908;23,2992032;23,40372768;22,1473679;22,81056204;22,49235145;23,16749315;24,77083006;22,85318817;24,56371804;23,8050583;23,6994999;23,33936173;23,21888729;24,00731232;24,9849664;24,56078378;24,40268951;24,90096177;24,1028849
35;22,33414251;23,76939511;23,00361377;24,44210152;22,9946704;23,99216593;23,89217631;23,61172102;24,72213082;25,67677427;24,60518908;23,29153653;23,44522768;22,18922537;22,81839537;22,45035145;23,15749315;24,76016339;22,87935484;24,58871804;23,8980583;23,74283323;23,34519507;23,22855396;24,02897899;24,99329973;24,65245045;24,41352284;24,9117951;24,1598849
36;22,33914251;23,77939511;23,0129471;24,49860152;23,03633707;24,03416593;23,96695571;23,61772102;24,81405907;25,72077427;24,67968908;23,28286987;23,48880723;22,19772537;22,85889537;22,43968478;23,21465982;24,76649672;22,91918817;24,5813847;23,92289163;23,7714999;23,30236173;23,22022062;24,01714566;25,01813223;24,71090706;24,47352284;24,88646177;24,18255156
37;22,37847584;23,83672844;23,1049471;24,53876818;23,0801704;24,11016593;24,05845571;23,60872102;24,8553924;25,76444094;24,67318908;23,30686987;23,54980723;22,23889203;22,83372871;22,44585145;23,25632648;24,77491901;22,9090215;24,65542406;23,91522496;23,78383323;23,3100284;23,21222062;24,02364566;24,9902989;24,67024039;24,48136796;24,94712844;24,20621823
38;22,43547584;23,86106177;23,0959471;24,54593485;23,12133707;24,13799926;24,11428905;23,59605436;24,8993924;25,78827427;24,71402242;23,3122032;23,55964056;22,26522537;22,85856204;22,47001812;23,24649315;24,84675234;22,93385484;24,64675739;23,90822496;23,75983323;23,3180284;23,20372062;24,04516583;24,97847966;24,69624039;24,49307347;24,98696177;24,1978849
39;22,45980917;23,88689511;23,15461377;24,57093487;23,11068521;24,18149926;24,15578905;23,56805436;24,9268924;25,88077427;24,72452242;23,3202032;23,60280723;22,2570587;22,86706204;22,42718478;23,20365982;24,83358567;22,93835484;24,63825739;23,96522496;23,8184999;23,3770284;23,24555396;24,09983249;25,03664632;24,65357373;24,46790681;25,02858163;24,18855156
40;22,53647584;23,91289511;23,11211377;24,6947682;23,16785188;24,2583326;24,16228905;23,57405436;24,98572573;25,88927427;24,75052242;23,4122032;23,6269739;22,29772537;22,97400969;22,40108944;23,19432648;24,80475234;22,9595215;24,67809073;24,0050583;23,84466656;23,4525284;23,30238729;24,08983249;25,07647966;24,62790706;24,49007347;25,01942821;24,24521823
